iter	Passed	Remaining
658	966	500
659	968	498
660	969	497
661	970	495
662	972	494
663	974	492
664	975	491
665	977	490
666	978	488
667	980	487
668	981	485
669	983	484
670	984	482
671	985	481
672	987	479
673	988	478
674	990	476
675	991	475
676	993	473
677	994	472
678	996	470
679	997	469
680	998	467
681	1000	466
682	1001	464
683	1002	463
684	1004	461
685	1005	460
686	1007	458
687	1008	457
688	1010	456
689	1011	454
690	1013	453
691	1014	451
692	1015	450
693	1017	448
694	1018	447
695	1020	445
696	1021	444
697	1022	442
698	1024	441
699	1025	439
700	1027	438
701	1028	436
702	1030	435
703	1031	433
704	1033	432
705	1034	430
706	1035	429
707	1036	427
708	1038	426
709	1039	424
710	1041	423
711	1042	421
712	1043	420
713	1045	418
714	1047	417
715	1048	416
716	1050	414
717	1052	413
718	1053	411
719	1055	410
720	1056	408
721	1057	407
722	1059	405
723	1060	404
724	1062	402
725	1063	401
726	1064	399
727	1066	398
728	1067	396
729	1068	395
730	1070	393
731	1071	392
732	1073	390
733	1074	389
734	1075	387
735	1076	386
736	1078	384
737	1079	383
738	1080	381
739	1082	380
740	1083	378
741	1084	377
742	1086	375
743	1087	374
744	1089	372
745	1090	371
746	1091	369
747	1093	368
748	1094	366
749	1096	365
750	1097	363
751	1098	362
752	1099	360
753	1101	359
754	1102	357
755	1104	356
756	1105	354
757	1107	353
758	1108	352
759	1110	350
760	1112	349
761	1113	347
762	1115	346
763	1116	344
764	1118	343
765	1120	342
766	1121	340
767	1123	339
768	1124	337
769	1126	336
770	1127	334
771	1129	333
772	1130	332
773	1132	330
774	1133	329
775	1135	327
776	1136	326
777	1137	324
778	1139	323
779	1141	321
780	1142	320
781	1144	319
782	1146	317
783	1147	316
784	1149	314
785	1151	313
786	1152	312
787	1154	310
788	1155	309
789	1156	307
790	1158	306
791	1159	304
792	1160	303
793	1162	301
794	1163	300
795	1164	298
796	1166	297
797	1167	295
798	1168	293
799	1170	292
800	1171	291
801	1173	289
802	1174	288
803	1176	286
804	1177	285
805	1178	283
806	1180	282
807	1181	280
808	1182	279
809	1184	277
810	1186	276
811	1187	274
812	1189	273
813	1190	272
814	1192	270
815	1193	269
816	1195	267
817	1196	266
818	1197	264
819	1199	263
820	1201	261
821	1202	260
822	1204	259
823	1205	257
824	1207	256
825	1208	254
826	1210	253
827	1211	251
828	1212	250
829	1214	248
830	1215	247
831	1216	245
832	1217	244
833	1218	242
834	1220	241
835	1221	239
836	1222	238
837	1223	236
838	1224	235
839	1225	233
840	1227	231
841	1228	230
842	1229	229
843	1230	227
844	1232	225
845	1233	224
846	1234	222
847	1235	221
848	1236	219
849	1237	218
850	1239	216
851	1240	215
852	1241	213
853	1242	212
854	1244	210
855	1245	209
856	1247	208
857	1248	206
858	1249	205
859	1250	203
860	1251	202
861	1252	200
862	1254	199
863	1255	197
864	1257	196
865	1258	194
866	1259	193
867	1261	191
868	1262	190
869	1263	188
870	1264	187
871	1266	185
872	1267	184
873	1268	182
874	1270	181
875	1271	179
876	1272	178
877	1273	176
878	1275	175
879	1276	174
880	1277	172
881	1278	171
882	1280	169
883	1281	168
884	1282	166
885	1284	165
886	1285	163
887	1286	162
888	1287	160
889	1289	159
890	1290	157
891	1291	156
892	1292	154
893	1293	153
894	1294	151
895	1296	150
896	1297	148
897	1298	147
898	1299	146
899	1301	144
900	1302	143
901	1304	141
902	1305	140
903	1306	138
904	1307	137
905	1309	135
906	1310	134
907	1311	132
908	1312	131
909	1313	129
910	1315	128
911	1316	127
912	1318	125
913	1319	124
914	1320	122
915	1322	121
916	1323	119
917	1324	118
918	1326	116
919	1327	115
920	1328	113
921	1329	112
922	1331	111
923	1332	109
924	1334	108
925	1335	106
926	1336	105
927	1338	103
928	1339	102
929	1340	100
930	1342	99
931	1343	98
932	1344	96
933	1345	95
934	1346	93
935	1347	92
936	1349	90
937	1350	89
938	1351	87
939	1352	86
940	1353	84
941	1354	83
942	1355	81
943	1357	80
944	1358	79
945	1359	77
946	1361	76
947	1362	74
948	1363	73
949	1364	71
950	1365	70
951	1366	68
952	1367	67
953	1369	66
954	1370	64
955	1371	63
956	1372	61
957	1373	60
958	1374	58
959	1375	57
960	1377	55
961	1378	54
962	1379	53
963	1380	51
964	1381	50
965	1383	48
966	1384	47
967	1385	45
968	1386	44
969	1387	42
970	1388	41
971	1389	40
972	1391	38
973	1392	37
974	1393	35
975	1394	34
976	1395	32
977	1396	31
978	1398	29
979	1399	28
980	1400	27
981	1401	25
982	1402	24
983	1404	22
984	1405	21
985	1406	19
986	1407	18
987	1408	17
988	1410	15
989	1411	14
990	1412	12
991	1413	11
992	1414	9
993	1416	8
994	1417	7
995	1418	5
996	1419	4
997	1420	2
998	1421	1
999	1422	0
